"automated_textmining","BEND_MAP_ID","coexpression","combined_score","database_annotated","EdgeBetweenness","experimentally_determined_interaction","gene_fusion","homology","interaction","name","neighborhood_on_chromosome","node1_string_id","node2_string_id","phylogenetic_cooccurrence","selected","shared interaction","shared name"
"0.469","844","0.044","0.669","0.4","17.8125","0.0","0","0.0","interacts with","DKK2 (interacts with) FZD2","0","9606.ENSP00000285311","9606.ENSP00000323901","0.0","false","interacts with","DKK2 (interacts with) FZD2"
"0.599","846","0.109","0.628","0.0","15.0","0.0","0","0.0","interacts with","DKK2 (interacts with) SFRP4","0","9606.ENSP00000285311","9606.ENSP00000410715","0.0","false","interacts with","DKK2 (interacts with) SFRP4"
"0.499","848","0.0","0.499","0.0","17.8125","0.0","0","0.0","interacts with","DKK2 (interacts with) FZD4","0","9606.ENSP00000285311","9606.ENSP00000434034","0.0","false","interacts with","DKK2 (interacts with) FZD4"
"0.486","850","0.0","0.486","0.0","16.785714285714285","0.0","0","0.0","interacts with","DKK2 (interacts with) RYK","0","9606.ENSP00000285311","9606.ENSP00000478721","0.0","false","interacts with","DKK2 (interacts with) RYK"
"0.457","852","0.056","0.465","0.0","17.8125","0.0","0","0.0","interacts with","DKK2 (interacts with) FZD7","0","9606.ENSP00000285311","9606.ENSP00000286201","0.0","false","interacts with","DKK2 (interacts with) FZD7"
"0.453","854","0.0","0.453","0.0","17.8125","0.0","0","0.0","interacts with","DKK2 (interacts with) FZD5","0","9606.ENSP00000285311","9606.ENSP00000354607","0.0","false","interacts with","DKK2 (interacts with) FZD5"
"0.434","856","0.056","0.443","0.0","15.0","0.0","0","0.0","interacts with","DKK2 (interacts with) NOTUM","0","9606.ENSP00000285311","9606.ENSP00000387310","0.0","false","interacts with","DKK2 (interacts with) NOTUM"
"0.424","858","0.0","0.424","0.0","15.9375","0.0","0","0.0","interacts with","DKK2 (interacts with) FZD9","0","9606.ENSP00000285311","9606.ENSP00000345785","0.0","false","interacts with","DKK2 (interacts with) FZD9"
"0.348","860","0.0","0.41","0.0","20.4375","0.133","0","0.0","interacts with","DKK2 (interacts with) LRP5L","0","9606.ENSP00000285311","9606.ENSP00000482378","0.0","false","interacts with","DKK2 (interacts with) LRP5L"
"0.404","862","0.0","0.404","0.0","19.508928571428566","0.0","0","0.0","interacts with","DKK2 (interacts with) FZD6","0","9606.ENSP00000285311","9606.ENSP00000351605","0.0","false","interacts with","DKK2 (interacts with) FZD6"
"0.321","864","0.067","0.339","0.0","16.38888888888889","0.0","0","0.0","interacts with","DKK2 (interacts with) WLS","0","9606.ENSP00000285311","9606.ENSP00000346829","0.0","false","interacts with","DKK2 (interacts with) WLS"
"0.334","866","0.0","0.334","0.0","16.785714285714285","0.0","0","0.0","interacts with","DKK2 (interacts with) PORCN","0","9606.ENSP00000285311","9606.ENSP00000322304","0.0","false","interacts with","DKK2 (interacts with) PORCN"
"0.315","868","0.0","0.322","0.0","24.27083333333333","0.051","0","0.0","interacts with","DKK2 (interacts with) DVL3","0","9606.ENSP00000285311","9606.ENSP00000316054","0.0","false","interacts with","DKK2 (interacts with) DVL3"
"0.269","870","0.047","0.297","0.0","17.083333333333336","0.071","0","0.0","interacts with","DKK2 (interacts with) ROR2","0","9606.ENSP00000285311","9606.ENSP00000364860","0.0","false","interacts with","DKK2 (interacts with) ROR2"
"0.261","872","0.044","0.263","0.0","16.92307692307692","0.0","0","0.0","interacts with","DKK2 (interacts with) NKD2","0","9606.ENSP00000285311","9606.ENSP00000296849","0.0","false","interacts with","DKK2 (interacts with) NKD2"
"0.249","874","0.0","0.249","0.0","16.470588235294116","0.0","0","0.0","interacts with","DKK2 (interacts with) VANGL2","0","9606.ENSP00000285311","9606.ENSP00000357040","0.0","false","interacts with","DKK2 (interacts with) VANGL2"
"0.504","876","0.0","0.82","0.65","15.0","0.045","0","0.0","interacts with","DKK2 (interacts with) WNT7A","0","9606.ENSP00000285311","9606.ENSP00000285018","0.0","false","interacts with","DKK2 (interacts with) WNT7A"
"0.724","878","0.059","0.73","0.0","15.0","0.0","0","0.0","interacts with","DKK2 (interacts with) SFRP2","0","9606.ENSP00000285311","9606.ENSP00000274063","0.0","false","interacts with","DKK2 (interacts with) SFRP2"
"0.424","880","0.0","0.79","0.65","15.0","0.045","0","0.0","interacts with","DKK2 (interacts with) WNT9A","0","9606.ENSP00000285311","9606.ENSP00000272164","0.0","false","interacts with","DKK2 (interacts with) WNT9A"
"0.417","882","0.058","0.427","0.0","15.0","0.0","0","0.0","interacts with","DKK2 (interacts with) NKD1","0","9606.ENSP00000285311","9606.ENSP00000268459","0.0","false","interacts with","DKK2 (interacts with) NKD1"
"0.598","884","0.0","0.598","0.0","16.5625","0.0","0","0.0","interacts with","DKK2 (interacts with) SFRP5","0","9606.ENSP00000285311","9606.ENSP00000266066","0.0","false","interacts with","DKK2 (interacts with) SFRP5"
"0.694","886","0.085","0.894","0.65","15.0","0.045","0","0.0","interacts with","DKK2 (interacts with) WNT2","0","9606.ENSP00000285311","9606.ENSP00000265441","0.0","false","interacts with","DKK2 (interacts with) WNT2"
"0.997","888","0.0","0.999","0.9","15.9375","0.471","0","0.0","interacts with","DKK2 (interacts with) LRP6","0","9606.ENSP00000285311","9606.ENSP00000261349","0.0","false","interacts with","DKK2 (interacts with) LRP6"
"0.491","890","0.0","0.815","0.65","15.0","0.045","0","0.0","interacts with","DKK2 (interacts with) WNT10A","0","9606.ENSP00000285311","9606.ENSP00000258411","0.0","false","interacts with","DKK2 (interacts with) WNT10A"
"0.436","892","0.0","0.436","0.0","20.937499999999993","0.0","0","0.0","interacts with","DKK2 (interacts with) FZD3","0","9606.ENSP00000285311","9606.ENSP00000240093","0.0","false","interacts with","DKK2 (interacts with) FZD3"
"0.874","894","0.0","0.954","0.65","15.0","0.045","0","0.0","interacts with","DKK2 (interacts with) WNT6","0","9606.ENSP00000285311","9606.ENSP00000233948","0.0","false","interacts with","DKK2 (interacts with) WNT6"
"0.397","896","0.064","0.411","0.0","24.0625","0.0","0","0.0","interacts with","DKK2 (interacts with) FZD10","0","9606.ENSP00000285311","9606.ENSP00000229030","0.0","false","interacts with","DKK2 (interacts with) FZD10"
"0.513","898","0.0","0.823","0.65","15.0","0.045","0","0.0","interacts with","DKK2 (interacts with) WNT3","0","9606.ENSP00000285311","9606.ENSP00000225512","0.0","false","interacts with","DKK2 (interacts with) WNT3"
"0.461","900","0.045","0.805","0.65","15.0","0.045","0","0.0","interacts with","DKK2 (interacts with) WNT16","0","9606.ENSP00000285311","9606.ENSP00000222462","0.0","false","interacts with","DKK2 (interacts with) WNT16"
"0.16","902","0.058","0.913","0.9","15.0","0.0","0","0.853","interacts with","DKK2 (interacts with) DKK4","0","9606.ENSP00000285311","9606.ENSP00000220812","0.0","false","interacts with","DKK2 (interacts with) DKK4"
"0.829","904","0.06","0.832","0.0","15.0","0.0","0","0.0","interacts with","DKK2 (interacts with) SFRP1","0","9606.ENSP00000285311","9606.ENSP00000220772","0.0","false","interacts with","DKK2 (interacts with) SFRP1"
"0.352","906","0.082","0.418","0.0","14.0","0.1","0","0.0","interacts with","NKD2 (interacts with) WNT11","0","9606.ENSP00000296849","9606.ENSP00000325526","0.0","false","interacts with","NKD2 (interacts with) WNT11"
"0.349","908","0.0","0.389","0.0","14.0","0.1","0","0.0","interacts with","NKD2 (interacts with) WNT5B","0","9606.ENSP00000296849","9606.ENSP00000380379","0.0","false","interacts with","NKD2 (interacts with) WNT5B"
"0.333","910","0.0","0.374","0.0","14.0","0.1","0","0.0","interacts with","NKD2 (interacts with) WNT10B","0","9606.ENSP00000296849","9606.ENSP00000301061","0.0","false","interacts with","NKD2 (interacts with) WNT10B"
"0.312","912","0.105","0.358","0.0","15.555555555555552","0.0","0","0.0","interacts with","NKD2 (interacts with) NOTUM","0","9606.ENSP00000296849","9606.ENSP00000387310","0.0","false","interacts with","NKD2 (interacts with) NOTUM"
"0.302","914","0.0","0.345","0.0","14.0","0.1","0","0.0","interacts with","NKD2 (interacts with) WNT7B","0","9606.ENSP00000296849","9606.ENSP00000341032","0.0","false","interacts with","NKD2 (interacts with) WNT7B"
"0.301","916","0.0","0.329","0.0","29.555555555555554","0.079","0","0.0","interacts with","NKD2 (interacts with) PORCN","0","9606.ENSP00000296849","9606.ENSP00000322304","0.0","false","interacts with","NKD2 (interacts with) PORCN"
"0.298","918","0.06","0.326","0.0","15.555555555555552","0.06","0","0.0","interacts with","NKD2 (interacts with) SFRP4","0","9606.ENSP00000296849","9606.ENSP00000410715","0.0","false","interacts with","NKD2 (interacts with) SFRP4"
"0.254","920","0.0","0.3","0.0","14.0","0.1","0","0.0","interacts with","NKD2 (interacts with) WNT8A","0","9606.ENSP00000296849","9606.ENSP00000426653","0.0","false","interacts with","NKD2 (interacts with) WNT8A"
"0.251","922","0.0","0.297","0.0","14.0","0.1","0","0.0","interacts with","NKD2 (interacts with) WNT8B","0","9606.ENSP00000296849","9606.ENSP00000340677","0.0","false","interacts with","NKD2 (interacts with) WNT8B"
"0.231","926","0.063","0.249","0.0","15.555555555555552","0.0","0","0.0","interacts with","NKD2 (interacts with) VANGL2","0","9606.ENSP00000296849","9606.ENSP00000357040","0.0","false","interacts with","NKD2 (interacts with) VANGL2"
"0.164","928","0.063","0.183","0.0","15.555555555555552","0.0","0","0.0","interacts with","NKD2 (interacts with) RYK","0","9606.ENSP00000296849","9606.ENSP00000478721","0.0","false","interacts with","NKD2 (interacts with) RYK"
"0.255","930","0.0","0.301","0.0","14.0","0.1","0","0.0","interacts with","NKD2 (interacts with) WNT9B","0","9606.ENSP00000296849","9606.ENSP00000290015","0.0","false","interacts with","NKD2 (interacts with) WNT9B"
"0.376","932","0.0","0.376","0.0","15.555555555555552","0.0","0","0.0","interacts with","NKD2 (interacts with) WIF1","0","9606.ENSP00000296849","9606.ENSP00000286574","0.0","false","interacts with","NKD2 (interacts with) WIF1"
"0.232","934","0.0","0.279","0.0","14.0","0.1","0","0.0","interacts with","NKD2 (interacts with) WNT7A","0","9606.ENSP00000296849","9606.ENSP00000285018","0.0","false","interacts with","NKD2 (interacts with) WNT7A"
"0.392","936","0.105","0.444","0.0","15.555555555555552","0.06","0","0.0","interacts with","NKD2 (interacts with) SFRP2","0","9606.ENSP00000296849","9606.ENSP00000274063","0.0","false","interacts with","NKD2 (interacts with) SFRP2"
"0.275","938","0.042","0.32","0.0","14.0","0.1","0","0.0","interacts with","NKD2 (interacts with) WNT9A","0","9606.ENSP00000296849","9606.ENSP00000272164","0.0","false","interacts with","NKD2 (interacts with) WNT9A"
"0.301","940","0.042","0.315","0.0","15.555555555555552","0.06","0","0.0","interacts with","NKD2 (interacts with) SFRP5","0","9606.ENSP00000296849","9606.ENSP00000266066","0.0","false","interacts with","NKD2 (interacts with) SFRP5"
"0.305","942","0.064","0.363","0.0","14.0","0.1","0","0.0","interacts with","NKD2 (interacts with) WNT2","0","9606.ENSP00000296849","9606.ENSP00000265441","0.0","false","interacts with","NKD2 (interacts with) WNT2"
"0.324","944","0.048","0.37","0.0","14.0","0.1","0","0.0","interacts with","NKD2 (interacts with) WNT10A","0","9606.ENSP00000296849","9606.ENSP00000258411","0.0","false","interacts with","NKD2 (interacts with) WNT10A"
"0.318","946","0.062","0.374","0.0","14.0","0.1","0","0.0","interacts with","NKD2 (interacts with) WNT6","0","9606.ENSP00000296849","9606.ENSP00000233948","0.0","false","interacts with","NKD2 (interacts with) WNT6"
"0.262","948","0.0","0.307","0.0","14.0","0.1","0","0.0","interacts with","NKD2 (interacts with) WNT3","0","9606.ENSP00000296849","9606.ENSP00000225512","0.0","false","interacts with","NKD2 (interacts with) WNT3"
"0.284","950","0.0","0.328","0.0","14.0","0.1","0","0.0","interacts with","NKD2 (interacts with) WNT16","0","9606.ENSP00000296849","9606.ENSP00000222462","0.0","false","interacts with","NKD2 (interacts with) WNT16"
"0.408","952","0.0","0.42","0.0","15.555555555555552","0.06","0","0.0","interacts with","NKD2 (interacts with) SFRP1","0","9606.ENSP00000296849","9606.ENSP00000220772","0.0","false","interacts with","NKD2 (interacts with) SFRP1"
"0.16","954","0.057","0.602","0.5","14.999999999999996","0.08","0","0.811","interacts with","WNT8B (interacts with) WNT9B","0","9606.ENSP00000340677","9606.ENSP00000290015","0.077","false","interacts with","WNT8B (interacts with) WNT9B"
"0.163","956","0.072","0.595","0.5","14.999999999999996","0.08","0","0.819","interacts with","WNT8B (interacts with) WNT9A","0","9606.ENSP00000340677","9606.ENSP00000272164","0.0","false","interacts with","WNT8B (interacts with) WNT9A"
"0.304","958","0.062","0.651","0.5","12.0","0.0","0","0.964","interacts with","WNT8A (interacts with) WNT8B","0","9606.ENSP00000426653","9606.ENSP00000340677","0.057","false","interacts with","WNT8A (interacts with) WNT8B"
"0.162","960","0.096","0.617","0.5","13.999999999999998","0.08","0","0.815","interacts with","WNT8A (interacts with) WNT9B","0","9606.ENSP00000426653","9606.ENSP00000290015","0.072","false","interacts with","WNT8A (interacts with) WNT9B"
"0.187","962","0.069","0.619","0.5","13.999999999999998","0.08","0","0.783","interacts with","WNT8A (interacts with) WNT9A","0","9606.ENSP00000426653","9606.ENSP00000272164","0.075","false","interacts with","WNT8A (interacts with) WNT9A"
"0.909","964","0.056","0.974","0.65","11.0","0.234","0","0.0","interacts with","SFRP5 (interacts with) WNT11","0","9606.ENSP00000266066","9606.ENSP00000325526","0.0","false","interacts with","SFRP5 (interacts with) WNT11"
"0.849","966","0.061","0.956","0.65","11.0","0.234","0","0.0","interacts with","SFRP5 (interacts with) WNT8B","0","9606.ENSP00000266066","9606.ENSP00000340677","0.0","false","interacts with","SFRP5 (interacts with) WNT8B"
"0.654","968","0.0","0.899","0.65","11.0","0.234","0","0.0","interacts with","SFRP5 (interacts with) WNT5B","0","9606.ENSP00000266066","9606.ENSP00000380379","0.0","false","interacts with","SFRP5 (interacts with) WNT5B"
"0.676","970","0.0","0.898","0.65","11.0","0.173","0","0.0","interacts with","SFRP5 (interacts with) WNT10B","0","9606.ENSP00000266066","9606.ENSP00000301061","0.0","false","interacts with","SFRP5 (interacts with) WNT10B"
"0.43","974","0.042","0.834","0.65","11.0","0.234","0","0.0","interacts with","SFRP5 (interacts with) WNT7B","0","9606.ENSP00000266066","9606.ENSP00000341032","0.0","false","interacts with","SFRP5 (interacts with) WNT7B"
"0.385","976","0.0","0.82","0.65","11.0","0.234","0","0.0","interacts with","SFRP5 (interacts with) WNT7A","0","9606.ENSP00000266066","9606.ENSP00000285018","0.0","false","interacts with","SFRP5 (interacts with) WNT7A"
"0.325","978","0.0","0.803","0.65","11.0","0.234","0","0.0","interacts with","SFRP5 (interacts with) WNT8A","0","9606.ENSP00000266066","9606.ENSP00000426653","0.0","false","interacts with","SFRP5 (interacts with) WNT8A"
"0.344","980","0.047","0.795","0.65","11.0","0.173","0","0.0","interacts with","SFRP5 (interacts with) WNT9A","0","9606.ENSP00000266066","9606.ENSP00000272164","0.0","false","interacts with","SFRP5 (interacts with) WNT9A"
"0.306","982","0.0","0.781","0.65","11.0","0.173","0","0.0","interacts with","SFRP5 (interacts with) WNT9B","0","9606.ENSP00000266066","9606.ENSP00000290015","0.0","false","interacts with","SFRP5 (interacts with) WNT9B"
"0.703","984","0.071","0.721","0.0","11.0","0.067","0","0.0","interacts with","SFRP5 (interacts with) WIF1","0","9606.ENSP00000266066","9606.ENSP00000286574","0.0","false","interacts with","SFRP5 (interacts with) WIF1"
"0.286","986","0.048","0.388","0.0","11.0","0.172","0","0.0","interacts with","SFRP5 (interacts with) VANGL2","0","9606.ENSP00000266066","9606.ENSP00000357040","0.0","false","interacts with","SFRP5 (interacts with) VANGL2"
"0.274","988","0.0","0.274","0.0","12.555555555555554","0.0","0","0.0","interacts with","SFRP5 (interacts with) WLS","0","9606.ENSP00000266066","9606.ENSP00000346829","0.0","false","interacts with","SFRP5 (interacts with) WLS"
"0.608","990","0.0","0.885","0.65","11.0","0.234","0","0.0","interacts with","SFRP5 (interacts with) WNT2","0","9606.ENSP00000266066","9606.ENSP00000265441","0.0","false","interacts with","SFRP5 (interacts with) WNT2"
"0.37","992","0.044","0.802","0.65","11.0","0.173","0","0.0","interacts with","SFRP5 (interacts with) WNT10A","0","9606.ENSP00000266066","9606.ENSP00000258411","0.0","false","interacts with","SFRP5 (interacts with) WNT10A"
"0.403","994","0.0","0.826","0.65","11.0","0.234","0","0.0","interacts with","SFRP5 (interacts with) WNT6","0","9606.ENSP00000266066","9606.ENSP00000233948","0.0","false","interacts with","SFRP5 (interacts with) WNT6"
"0.429","996","0.0","0.833","0.65","11.0","0.234","0","0.0","interacts with","SFRP5 (interacts with) WNT3","0","9606.ENSP00000266066","9606.ENSP00000225512","0.0","false","interacts with","SFRP5 (interacts with) WNT3"
"0.35","998","0.0","0.81","0.65","11.0","0.234","0","0.0","interacts with","SFRP5 (interacts with) WNT16","0","9606.ENSP00000266066","9606.ENSP00000222462","0.0","false","interacts with","SFRP5 (interacts with) WNT16"
"0.464","1000","0.0","0.961","0.9","10.0","0.334","0","0.0","interacts with","PORCN (interacts with) WNT5B","0","9606.ENSP00000322304","9606.ENSP00000380379","0.0","false","interacts with","PORCN (interacts with) WNT5B"
"0.435","1004","0.042","0.959","0.9","10.0","0.334","0","0.0","interacts with","PORCN (interacts with) WNT7B","0","9606.ENSP00000322304","9606.ENSP00000341032","0.0","false","interacts with","PORCN (interacts with) WNT7B"
"0.411","1006","0.0","0.957","0.9","10.0","0.334","0","0.0","interacts with","PORCN (interacts with) WNT11","0","9606.ENSP00000322304","9606.ENSP00000325526","0.0","false","interacts with","PORCN (interacts with) WNT11"
"0.357","1008","0.0","0.953","0.9","10.0","0.334","0","0.0","interacts with","PORCN (interacts with) WNT8A","0","9606.ENSP00000322304","9606.ENSP00000426653","0.0","false","interacts with","PORCN (interacts with) WNT8A"
"0.288","1010","0.0","0.948","0.9","10.0","0.334","0","0.0","interacts with","PORCN (interacts with) WNT8B","0","9606.ENSP00000322304","9606.ENSP00000340677","0.0","false","interacts with","PORCN (interacts with) WNT8B"
"0.709","1012","0.0","0.785","0.0","11.555555555555554","0.292","0","0.0","interacts with","PORCN (interacts with) WLS","0","9606.ENSP00000322304","9606.ENSP00000346829","0.0","false","interacts with","PORCN (interacts with) WLS"
"0.414","1014","0.0","0.414","0.0","10.0","0.0","0","0.0","interacts with","PORCN (interacts with) RYK","0","9606.ENSP00000322304","9606.ENSP00000478721","0.0","false","interacts with","PORCN (interacts with) RYK"
"0.297","1016","0.0","0.297","0.0","10.0","0.0","0","0.0","interacts with","PORCN (interacts with) SFRP4","0","9606.ENSP00000322304","9606.ENSP00000410715","0.0","false","interacts with","PORCN (interacts with) SFRP4"
"0.286","1018","0.0","0.286","0.0","94.0","0.0","0","0.0","interacts with","PORCN (interacts with) ROR2","0","9606.ENSP00000322304","9606.ENSP00000364860","0.0","false","interacts with","PORCN (interacts with) ROR2"
"0.26","1020","0.0","0.26","0.0","10.0","0.0","0","0.0","interacts with","PORCN (interacts with) VANGL2","0","9606.ENSP00000322304","9606.ENSP00000357040","0.0","false","interacts with","PORCN (interacts with) VANGL2"
"0.398","1022","0.049","0.954","0.9","10.0","0.306","0","0.0","interacts with","PORCN (interacts with) WNT10B","0","9606.ENSP00000322304","9606.ENSP00000301061","0.0","false","interacts with","PORCN (interacts with) WNT10B"
"0.321","1024","0.0","0.948","0.9","10.0","0.306","0","0.0","interacts with","PORCN (interacts with) WNT9B","0","9606.ENSP00000322304","9606.ENSP00000290015","0.0","false","interacts with","PORCN (interacts with) WNT9B"
"0.303","1026","0.0","0.303","0.0","10.0","0.0","0","0.0","interacts with","PORCN (interacts with) WIF1","0","9606.ENSP00000322304","9606.ENSP00000286574","0.0","false","interacts with","PORCN (interacts with) WIF1"
"0.759","1028","0.047","0.982","0.9","10.0","0.334","0","0.0","interacts with","PORCN (interacts with) WNT7A","0","9606.ENSP00000322304","9606.ENSP00000285018","0.0","false","interacts with","PORCN (interacts with) WNT7A"
"0.369","1030","0.0","0.369","0.0","16.5","0.0","0","0.0","interacts with","PORCN (interacts with) SFRP2","0","9606.ENSP00000322304","9606.ENSP00000274063","0.0","false","interacts with","PORCN (interacts with) SFRP2"
"0.386","1032","0.0","0.953","0.9","10.0","0.306","0","0.0","interacts with","PORCN (interacts with) WNT9A","0","9606.ENSP00000322304","9606.ENSP00000272164","0.0","false","interacts with","PORCN (interacts with) WNT9A"
"0.279","1034","0.0","0.279","0.0","16.5","0.0","0","0.0","interacts with","PORCN (interacts with) SFRP5","0","9606.ENSP00000322304","9606.ENSP00000266066","0.0","false","interacts with","PORCN (interacts with) SFRP5"
"0.53","1036","0.0","0.965","0.9","10.0","0.334","0","0.0","interacts with","PORCN (interacts with) WNT2","0","9606.ENSP00000322304","9606.ENSP00000265441","0.0","false","interacts with","PORCN (interacts with) WNT2"
"0.455","1038","0.0","0.958","0.9","10.0","0.306","0","0.0","interacts with","PORCN (interacts with) WNT10A","0","9606.ENSP00000322304","9606.ENSP00000258411","0.0","false","interacts with","PORCN (interacts with) WNT10A"
"0.41","1040","0.0","0.957","0.9","10.0","0.334","0","0.0","interacts with","PORCN (interacts with) WNT6","0","9606.ENSP00000322304","9606.ENSP00000233948","0.0","false","interacts with","PORCN (interacts with) WNT6"
"0.69","1042","0.0","0.983","0.9","10.0","0.502","0","0.0","interacts with","PORCN (interacts with) WNT3","0","9606.ENSP00000322304","9606.ENSP00000225512","0.0","false","interacts with","PORCN (interacts with) WNT3"
"0.358","1044","0.0","0.953","0.9","10.0","0.334","0","0.0","interacts with","PORCN (interacts with) WNT16","0","9606.ENSP00000322304","9606.ENSP00000222462","0.0","false","interacts with","PORCN (interacts with) WNT16"
"0.41","1046","0.0","0.41","0.0","10.0","0.0","0","0.0","interacts with","PORCN (interacts with) SFRP1","0","9606.ENSP00000322304","9606.ENSP00000220772","0.0","false","interacts with","PORCN (interacts with) SFRP1"
"0.348","1048","0.0","0.991","0.5","9.0","0.975","0","0.0","interacts with","WLS (interacts with) WNT8A","0","9606.ENSP00000346829","9606.ENSP00000426653","0.0","false","interacts with","WLS (interacts with) WNT8A"
"0.43","1050","0.117","0.853","0.5","9.0","0.484","0","0.0","interacts with","WLS (interacts with) WNT5B","0","9606.ENSP00000346829","9606.ENSP00000380379","0.0","false","interacts with","WLS (interacts with) WNT5B"
"0.5","1054","0.042","0.86","0.5","9.0","0.484","0","0.0","interacts with","WLS (interacts with) WNT7B","0","9606.ENSP00000346829","9606.ENSP00000341032","0.0","false","interacts with","WLS (interacts with) WNT7B"
"0.328","1056","0.0","0.811","0.5","9.0","0.484","0","0.0","interacts with","WLS (interacts with) WNT8B","0","9606.ENSP00000346829","9606.ENSP00000340677","0.0","false","interacts with","WLS (interacts with) WNT8B"
"0.554","1058","0.0","0.83","0.5","9.0","0.302","0","0.0","interacts with","WLS (interacts with) WNT11","0","9606.ENSP00000346829","9606.ENSP00000325526","0.0","false","interacts with","WLS (interacts with) WNT11"
"0.464","1060","0.0","0.793","0.5","9.0","0.292","0","0.0","interacts with","WLS (interacts with) WNT10B","0","9606.ENSP00000346829","9606.ENSP00000301061","0.0","false","interacts with","WLS (interacts with) WNT10B"
"0.492","1062","0.0","0.855","0.5","9.0","0.477","0","0.0","interacts with","WLS (interacts with) WNT9B","0","9606.ENSP00000346829","9606.ENSP00000290015","0.0","false","interacts with","WLS (interacts with) WNT9B"
"0.454","1064","0.0","0.897","0.5","9.0","0.654","0","0.0","interacts with","WLS (interacts with) WNT7A","0","9606.ENSP00000346829","9606.ENSP00000285018","0.0","false","interacts with","WLS (interacts with) WNT7A"
"0.47","1066","0.0","0.849","0.5","9.0","0.477","0","0.0","interacts with","WLS (interacts with) WNT9A","0","9606.ENSP00000346829","9606.ENSP00000272164","0.0","false","interacts with","WLS (interacts with) WNT9A"
"0.433","1068","0.0","0.814","0.5","9.0","0.396","0","0.0","interacts with","WLS (interacts with) WNT2","0","9606.ENSP00000346829","9606.ENSP00000265441","0.0","false","interacts with","WLS (interacts with) WNT2"
"0.516","1070","0.0","0.814","0.5","9.0","0.292","0","0.0","interacts with","WLS (interacts with) WNT10A","0","9606.ENSP00000346829","9606.ENSP00000258411","0.0","false","interacts with","WLS (interacts with) WNT10A"
"0.472","1072","0.0","0.799","0.5","9.0","0.302","0","0.0","interacts with","WLS (interacts with) WNT6","0","9606.ENSP00000346829","9606.ENSP00000233948","0.0","false","interacts with","WLS (interacts with) WNT6"
"0.558","1074","0.0","0.873","0.5","9.0","0.474","0","0.0","interacts with","WLS (interacts with) WNT3","0","9606.ENSP00000346829","9606.ENSP00000225512","0.0","false","interacts with","WLS (interacts with) WNT3"
"0.474","1076","0.0","0.881","0.5","9.0","0.585","0","0.0","interacts with","WLS (interacts with) WNT16","0","9606.ENSP00000346829","9606.ENSP00000222462","0.0","false","interacts with","WLS (interacts with) WNT16"
"0.291","1078","0.047","0.932","0.9","8.0","0.113","0","0.0","interacts with","NOTUM (interacts with) WNT8A","0","9606.ENSP00000387310","9606.ENSP00000426653","0.0","false","interacts with","NOTUM (interacts with) WNT8A"
"0.314","1080","0.0","0.314","0.0","12.499999999999998","0.0","0","0.0","interacts with","NOTUM (interacts with) SFRP4","0","9606.ENSP00000387310","9606.ENSP00000410715","0.0","false","interacts with","NOTUM (interacts with) SFRP4"
"0.249","1082","0.0","0.248","0.0","9.785714285714285","0.0","0","0.0","interacts with","NOTUM (interacts with) RYK","0","9606.ENSP00000387310","9606.ENSP00000478721","0.0","false","interacts with","NOTUM (interacts with) RYK"
"0.261","1084","0.0","0.928","0.9","8.0","0.113","0","0.0","interacts with","NOTUM (interacts with) WNT5B","0","9606.ENSP00000387310","9606.ENSP00000380379","0.0","false","interacts with","NOTUM (interacts with) WNT5B"
"0.206","1088","0.0","0.206","0.0","9.470588235294116","0.0","0","0.0","interacts with","NOTUM (interacts with) VANGL2","0","9606.ENSP00000387310","9606.ENSP00000357040","0.0","false","interacts with","NOTUM (interacts with) VANGL2"
"0.482","1090","0.0","0.482","0.0","10.944444444444445","0.0","0","0.0","interacts with","NOTUM (interacts with) WLS","0","9606.ENSP00000387310","9606.ENSP00000346829","0.0","false","interacts with","NOTUM (interacts with) WLS"
"0.332","1092","0.042","0.935","0.9","8.0","0.113","0","0.0","interacts with","NOTUM (interacts with) WNT7B","0","9606.ENSP00000387310","9606.ENSP00000341032","0.0","false","interacts with","NOTUM (interacts with) WNT7B"
"0.248","1094","0.0","0.927","0.9","8.0","0.113","0","0.0","interacts with","NOTUM (interacts with) WNT8B","0","9606.ENSP00000387310","9606.ENSP00000340677","0.0","false","interacts with","NOTUM (interacts with) WNT8B"
"0.399","1096","0.083","0.944","0.9","8.0","0.113","0","0.0","interacts with","NOTUM (interacts with) WNT11","0","9606.ENSP00000387310","9606.ENSP00000325526","0.0","false","interacts with","NOTUM (interacts with) WNT11"
"0.514","1098","0.0","0.514","0.0","26.78571428571429","0.0","0","0.0","interacts with","NOTUM (interacts with) PORCN","0","9606.ENSP00000387310","9606.ENSP00000322304","0.0","false","interacts with","NOTUM (interacts with) PORCN"
"0.317","1100","0.0","0.933","0.9","8.0","0.105","0","0.0","interacts with","NOTUM (interacts with) WNT10B","0","9606.ENSP00000387310","9606.ENSP00000301061","0.0","false","interacts with","NOTUM (interacts with) WNT10B"
"0.297","1102","0.0","0.931","0.9","8.0","0.105","0","0.0","interacts with","NOTUM (interacts with) WNT9B","0","9606.ENSP00000387310","9606.ENSP00000290015","0.0","false","interacts with","NOTUM (interacts with) WNT9B"
"0.529","1104","0.074","0.545","0.0","8.0","0.0","0","0.0","interacts with","NOTUM (interacts with) WIF1","0","9606.ENSP00000387310","9606.ENSP00000286574","0.0","false","interacts with","NOTUM (interacts with) WIF1"
